,filename,gamma,gamma mds
37,Alaska_11082022_SenateDistrictA.csv,1,1
38,Alaska_11082022_SenateDistrictC.csv,0.927595335,0.927595335
39,Alaska_11082022_SenateDistrictD.csv,0.832390475,0.832390475
40,Alaska_11082022_SenateDistrictE.csv,0.960562537,0.960562537
41,Alaska_11082022_SenateDistrictF.csv,1,1
42,Alaska_11082022_SenateDistrictG.csv,1,1
43,Alaska_11082022_SenateDistrictH.csv,1,1
44,Alaska_11082022_SenateDistrictI.csv,1,1
45,Alaska_11082022_SenateDistrictJ.csv,0.924277457,0.924277457
46,Alaska_11082022_SenateDistrictK.csv,1,1
47,Alaska_11082022_SenateDistrictL.csv,1,1
48,Alaska_11082022_SenateDistrictM.csv,1,1
49,Alaska_11082022_SenateDistrictN.csv,0.826452004,0.826452004
50,Alaska_11082022_SenateDistrictO.csv,1,1
51,Alaska_11082022_SenateDistrictP.csv,0.805522495,0.805522495
52,Alaska_11082022_SenateDistrictQ.csv,0.859022701,0.859022701
53,Alaska_11082022_SenateDistrictR.csv,0.865541049,0.865541049
54,Alaska_11082022_SenateDistrictS.csv,1,1
55,Alaska_11082022_USRepresentative.csv,0.757514115,0.757514115
56,Alaska_11082022_USSenator.csv,0.82133641,0.82133641
57,Albany_11082022_BoardofEducation.csv,0.64262648,0.64262648
58,Albany_11082022_CityCouncil.csv,0.304781705,0.304781705
59,Albany_11082022_FAKECityCouncil.csv,0.43905856,0.43905856
60,Berkeley_03072017_CityCouncilDistrict4.csv,1,1
61,Berkeley_11022010_CityCouncilDistrict1.csv,0.743580725,0.743580725
62,Berkeley_11022010_CityCouncilDistrict4.csv,0.724500526,0.724500526
63,Berkeley_11022010_CityCouncilDistrict7.csv,0.684096906,0.684096906
64,Berkeley_11022010_CityCouncilDistrict8.csv,0.748583878,0.748583878
65,Berkeley_11032020_MayorBerkeleyRCV.csv,0.766162759,0.766162759
66,Berkeley_11032020_MemberCityCouncilDist2BerkeleyRCV.csv,0.659270998,0.659270998
67,Berkeley_11032020_MemberCityCouncilDist3BerkeleyRCV.csv,0.888917726,0.888917726
68,Berkeley_11032020_MemberCityCouncilDist5BerkeleyRCV.csv,0.833083758,0.833083758
69,Berkeley_11032020_MemberCityCouncilDist6BerkeleyRCV.csv,1,1
70,Berkeley_11042014_CityCouncilDistrict1.csv,0.859091725,0.859091725
71,Berkeley_11042014_CityCouncilDistrict7.csv,1,1
72,Berkeley_11042014_CityCouncilDistrict8.csv,0.671378092,0.671378092
73,Berkeley_11062012_CityCouncilDistrict2.csv,0.889732528,0.889732528
74,Berkeley_11062012_CityCouncilDistrict3.csv,1,1
75,Berkeley_11062012_CityCouncilDistrict5.csv,1,1
76,Berkeley_11062012_CityCouncilDistrict6.csv,1,1
77,Berkeley_11062012_Mayor.csv,0.735586256,0.735586256
78,Berkeley_11062018_CityAuditor.csv,1,1
79,Berkeley_11062018_CityCouncilDistrict1.csv,0.598834263,0.598834263
80,Berkeley_11062018_CityCouncilDistrict4.csv,0.854485777,0.854485777
81,Berkeley_11062018_CityCouncilDistrict7.csv,0.912224591,0.912224591
82,Berkeley_11062018_CityCouncilDistrict8.csv,0.724248436,0.724248436
83,Berkeley_11082016_CityCouncilDistrict2.csv,0.830067189,0.830067189
84,Berkeley_11082016_CityCouncilDistrict3.csv,0.654499509,0.654499509
85,Berkeley_11082016_CityCouncilDistrict5.csv,1,1
86,Berkeley_11082016_CityCouncilDistrict6.csv,0.828131279,0.828131279
87,Berkeley_11082016_Mayor.csv,0.635330038,0.635330038
88,Burlington_03032009_Mayor.csv,0.554849498,0.554849498
89,Burlington_03072006_Mayor.csv,0.649038462,0.656914894
90,Burlington_03072023_CityCouncilCentralDistrict.csv,1,1
91,Burlington_03072023_CityCouncilEastDistrict.csv,1,1
92,Burlington_03072023_CityCouncilSouthDistrict.csv,0.856632957,0.856632957
93,Corvallis_11082022_CityCouncilWard9.csv,0.83195706,0.83195706
94,Corvallis_11082022_Mayor.csv,0.788546469,0.788546469
95,Easthampton_11022021_Mayor.csv,0.843279961,0.6785541
96,Eastpointe_11052019_CityCouncil.csv,0.6227509,0.6227509
97,ElkRidge_11022021_Mayor.csv,0.894576012,0.894576012
98,Hawaii_05232020_PresidentoftheUnitedStateCD1.csv,0.71617637,0.71617637
99,Hawaii_05232020_PresidentoftheUnitedStateCD1CD2.csv,0.747941446,0.747941446
100,Hawaii_05232020_PresidentoftheUnitedStateCD2.csv,0.727553572,0.727553572
101,Kansas_05022020_PRESIDENTOFTHEUNITEDSTATES.csv,0.604950367,0.604950367
102,LasCruces_11052019_COUNCILORPOSITION2CITYOFLASCRUCESDISTRICT2COUNCILOR.csv,0.655111111,0.655111111
103,LasCruces_11052019_COUNCILORPOSITION4CITYOFLASCRUCESDISTRICT4COUNCILOR.csv,0.755769231,0.755769231
104,LasCruces_11052019_MAYORCITYOFLASCRUCES.csv,0.345639494,0.341229193
105,Maine_06122018_DemocraticPrimaryforCD2.csv,0.676191106,0.676191106
106,Maine_06122018_DemocraticPrimaryforGovernor.csv,0.307774701,0.311638646
107,Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict41.csv,0.788431062,0.788431062
108,Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict47.csv,0.794471154,0.794471154
109,Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict49.csv,0.735267035,0.735267035
110,Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict90.csv,0.77821587,0.77821587
111,Maine_07142020_DemocraticCandidateforMaineStateSenateDistrict11.csv,0.749433107,0.749433107
112,Maine_07142020_RepublicanCandidateforUSHouseofRepresentativesDistrict2.csv,0.848793606,0.848793606
113,Maine_11062018_CongressionalDistrict2.csv,0.791052184,0.791052184
114,Maine_11082022_CongressionalDistrict2.csv,0.934384502,0.934384502
115,Minneapolis_08112020_Ward6CityCouncilSpecialElection.csv,0.669944365,0.685729072
116,Minneapolis_11022021_CityCouncilWard1.csv,0.7501532,0.7501532
117,Minneapolis_11022021_CityCouncilWard2.csv,0.762524945,0.762524945
118,Minneapolis_11022021_CityCouncilWard3.csv,0.789726645,0.789726645
119,Minneapolis_11022021_CityCouncilWard4.csv,0.823415712,0.823415712
120,Minneapolis_11022021_CityCouncilWard5.csv,0.570985401,0.570985401
121,Minneapolis_11022021_CityCouncilWard6.csv,1,1
122,Minneapolis_11022021_CityCouncilWard7.csv,0.886733902,0.886733902
123,Minneapolis_11022021_CityCouncilWard8.csv,1,1
124,Minneapolis_11022021_CityCouncilWard9.csv,0.731010766,0.731010766
125,Minneapolis_11022021_CityCouncilWard10.csv,0.787360105,0.787360105
126,Minneapolis_11022021_CityCouncilWard11.csv,0.81561611,0.81561611
127,Minneapolis_11022021_CityCouncilWard12.csv,0.962597911,0.962597911
128,Minneapolis_11022021_CityCouncilWard13.csv,0.87354925,0.87354925
129,Minneapolis_11022021_Mayor.csv,0.727854611,0.725366599
130,Minneapolis_11022021_ParkBoardAtLarge.csv,0.547817812,0.547817812
131,Minneapolis_11022021_ParkBoardDistrict2.csv,0.806625721,0.806625721
132,Minneapolis_11022021_ParkBoardDistrict3.csv,0.903329824,0.903329824
133,Minneapolis_11022021_ParkBoardDistrict4.csv,1,1
134,Minneapolis_11022021_ParkBoardDistrict5.csv,0.868590475,0.868590475
135,Minneapolis_11022021_ParkBoardDistrict6.csv,0.740292651,0.740292651
136,Minneapolis_11052013_Mayor.csv,0.610244652,0.514412054
137,Minneapolis_11052013_PRBoardDistrict2.csv,1,1
138,Minneapolis_11052013_PRBoardDistrict6.csv,1,1
139,Minneapolis_11052013_Ward5CityCouncil.csv,0.73024055,0.73024055
140,Minneapolis_11052013_Ward9CityCouncil.csv,0.588715486,0.609843938
141,Minneapolis_11052013_Ward13CityCouncil.csv,0.531516021,0.531516021
142,Minneapolis_11062009_Mayor.csv,0.813830141,0.813208761
143,Minneapolis_11062009_PRBoardDistrict1.csv,0.903009458,0.903009458
144,Minneapolis_11062009_PRBoardDistrict2.csv,1,1
145,Minneapolis_11062009_PRBoardDistrict3.csv,1,1
146,Minneapolis_11062009_PRBoardDistrict5.csv,0.830348004,0.830348004
147,Minneapolis_11062009_PRBoardDistrict6.csv,0.844610023,0.844610023
148,Minneapolis_11062009_Ward1CityCouncil.csv,0.783014113,0.783014113
149,Minneapolis_11062009_Ward2CityCouncil.csv,1,1
150,Minneapolis_11062009_Ward3CityCouncil.csv,0.883965281,0.883965281
151,Minneapolis_11062009_Ward4CityCouncil.csv,0.743021845,0.743021845
152,Minneapolis_11062009_Ward5CityCouncil.csv,0.676674365,0.707621247
153,Minneapolis_11062009_Ward6CityCouncil.csv,0.622925311,0.622925311
154,Minneapolis_11062009_Ward7CityCouncil.csv,0.885204665,0.885204665
155,Minneapolis_11062009_Ward8CityCouncil.csv,0.8066602,0.8066602
156,Minneapolis_11062009_Ward9CityCouncil.csv,0.814567324,0.814567324
157,Minneapolis_11062009_Ward10CityCouncil.csv,0.881167268,0.881167268
158,Minneapolis_11062009_Ward11CityCouncil.csv,0.943457593,0.943457593
159,Minneapolis_11062009_Ward12CityCouncil.csv,0.836765018,0.836765018
160,Minneapolis_11062009_Ward13CityCouncil.csv,0.928404149,0.928404149
161,Minneapolis_11072017_Mayor.csv,0.545573802,0.586470053
162,Minneapolis_11072017_PRBoardDistrict1.csv,0.877442024,0.877442024
163,Minneapolis_11072017_PRBoardDistrict2.csv,1,1
164,Minneapolis_11072017_PRBoardDistrict3.csv,0.932816892,0.932816892
165,Minneapolis_11072017_PRBoardDistrict4.csv,1,1
166,Minneapolis_11072017_PRBoardDistrict5.csv,0.885457921,0.885457921
167,Minneapolis_11072017_PRBoardDistrict6.csv,0.867320935,0.867320935
168,Minneapolis_11072017_Ward1CityCouncil.csv,0.835969739,0.835969739
169,Minneapolis_11072017_Ward3CityCouncil.csv,0.746421482,0.746421482
170,Minneapolis_11072017_Ward4CityCouncil.csv,0.722084839,0.722084839
171,Minneapolis_11072017_Ward5CityCouncil.csv,0.660489427,0.660489427
172,Minneapolis_11072017_Ward6CityCouncil.csv,0.943728344,0.943728344
173,Minneapolis_11072017_Ward7CityCouncil.csv,0.689715922,0.689715922
174,Minneapolis_11072017_Ward8CityCouncil.csv,0.724194776,0.724194776
175,Minneapolis_11072017_Ward9CityCouncil.csv,0.688509711,0.688509711
176,Minneapolis_11072017_Ward10CityCouncil.csv,0.802057233,0.802057233
177,Minneapolis_11072017_Ward11CityCouncil.csv,0.814867528,0.814867528
178,Minneapolis_11072017_Ward12CityCouncil.csv,0.85499114,0.85499114
179,Minneapolis_11072017_Ward13CityCouncil.csv,1,1
180,Minnetonka_11022021_CityCouncilAtLargeSeatA.csv,0.817650876,0.694168907
181,Minnetonka_11022021_CityCouncilAtLargeSeatB.csv,0.819657615,0.819657615
182,Minnetonka_11022021_Mayor.csv,1,1
183,NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,1,1
184,NewYorkCity_06222021_DEMBoroughPresidentBronx.csv,0.582202706,0.594135833
185,NewYorkCity_06222021_DEMBoroughPresidentKings.csv,0.564548451,0.482624229
186,NewYorkCity_06222021_DEMBoroughPresidentNewYork.csv,0.568525782,0.588079325
187,NewYorkCity_06222021_DEMBoroughPresidentQueens.csv,0.870628046,0.870628046
188,NewYorkCity_06222021_DEMBoroughPresidentRichmond.csv,0.587531843,0.575502406
189,NewYorkCity_06222021_DEMComptrollerCitywide.csv,0.485129615,0.507020719
190,NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.csv,0.563075232,0.436833188
191,NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.csv,1,1
192,NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.csv,0.605372988,0.590081717
193,NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.csv,0.516820775,0.534762935
194,NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,0.583335448,0.602801959
195,NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,0.438442319,0.415438959
196,NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,0.705952788,0.705952788
197,NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,0.316562171,0.326570349
198,NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.csv,0.550737207,0.547625121
199,NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict.csv,0.53019189,0.520157268
200,NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.csv,0.811544894,0.811544894
201,NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,0.623431382,0.623431382
202,NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.csv,0.526148634,0.543298751
203,NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,0.495691225,0.492656876
204,NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.csv,0.723589287,0.723589287
205,NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,1,1
206,NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,0.479509657,0.42242178
207,NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,0.674772501,0.656113788
208,NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,0.508549418,0.519071778
209,NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,0.59891797,0.609884486
210,NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,0.526445416,0.536789607
211,NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,0.569562061,0.547483668
212,NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.csv,0.687649165,0.687649165
213,NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,0.538152341,0.550345012
214,NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.csv,0.303040446,0.315592748
215,NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.csv,0.338736533,0.323457395
216,NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.csv,0.829316983,0.829316983
217,NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.csv,0.433950149,0.391103847
218,NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,1,1
219,NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict.csv,0.845100369,0.845100369
220,NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,0.5194208,0.551315918
221,NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.csv,0.549660703,0.595688532
222,NewYorkCity_06222021_DEMCouncilMember34thCouncilDistrict.csv,0.705763952,0.705763952
223,NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,0.630721201,0.585266655
224,NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,0.594174841,0.65259852
225,NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,0.624241867,0.558261349
226,NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.csv,0.654503426,0.645587385
227,NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,0.469770925,0.545482279
228,NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,0.384016815,0.447073029
229,NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,1,1
230,NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,0.661141687,0.661141687
231,NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,0.910326933,0.910326933
232,NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,0.557287438,0.538832061
233,NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.csv,0.695587135,0.695587135
234,NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,0.622852794,0.622852794
235,NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,0.394790454,0.412252619
236,NewYorkCity_06222021_DEMMayorCitywide.csv,0.360028636,0.347728012
237,NewYorkCity_06222021_DEMPublicAdvocateCitywide.csv,0.874147063,0.874147063
238,NewYorkCity_06222021_REPBoroughPresidentQueens.csv,1,1
239,NewYorkCity_06222021_REPBoroughPresidentRichmond.csv,0.728876651,0.728876651
240,NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.csv,1,1
241,NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.csv,1,1
242,NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.csv,1,1
243,NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.csv,1,1
244,NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,1,1
245,NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,0.686281378,0.7117338
246,NewYorkCity_06222021_REPMayorCitywide.csv,1,1
247,Oakland_11022010_CityAuditor.csv,1,1
248,Oakland_11022010_CityCouncilDistrict2.csv,1,1
249,Oakland_11022010_CityCouncilDistrict4.csv,0.558575311,0.519906547
250,Oakland_11022010_CityCouncilDistrict6.csv,0.773624495,0.773624495
251,Oakland_11022010_Mayor.csv,0.474650335,0.42566382
252,Oakland_11022010_SchoolDirectorDistrict4.csv,1,1
253,Oakland_11032020_CityAttorneyOaklandRCV.csv,1,1
254,Oakland_11032020_MemberCityCouncilAtLargeOaklandRCV.csv,0.856818206,0.856818206
255,Oakland_11032020_MemberCityCouncilDist1OaklandRCV.csv,0.795283275,0.795283275
256,Oakland_11032020_MemberCityCouncilDist3OaklandRCV.csv,0.366258883,0.397962164
257,Oakland_11032020_MemberCityCouncilDist5OaklandRCV.csv,0.836731246,0.836731246
258,Oakland_11032020_MemberCityCouncilDist7OaklandRCV.csv,0.363650252,0.363446555
259,Oakland_11032020_SchoolDirectorDist1OaklandRCV.csv,0.926570385,0.926570385
260,Oakland_11032020_SchoolDirectorDist3OaklandRCV.csv,0.449984266,0.478060208
261,Oakland_11032020_SchoolDirectorDist5OaklandRCV.csv,0.605293843,0.605293843
262,Oakland_11032020_SchoolDirectorDist7OaklandRCV.csv,0.404602579,0.380991241
263,Oakland_11042014_CityAuditor.csv,1,1
264,Oakland_11042014_CityCouncilDistrict2.csv,0.662785556,0.662785556
265,Oakland_11042014_CityCouncilDistrict4.csv,0.900649167,0.900649167
266,Oakland_11042014_CityCouncilDistrict6.csv,0.672062243,0.672062243
267,Oakland_11042014_Mayor.csv,0.554597533,0.554597533
268,Oakland_11042014_SchoolDirectorDistrict2.csv,1,1
269,Oakland_11042014_SchoolDirectorDistrict4.csv,0.709789343,0.709789343
270,Oakland_11042014_SchoolDirectorDistrict6.csv,1,1
271,Oakland_11062012_CityAttorney.csv,1,1
272,Oakland_11062012_CityCouncilAtLarge.csv,0.71024522,0.62986977
273,Oakland_11062012_CityCouncilDistrict1.csv,0.603256692,0.603256692
274,Oakland_11062012_CityCouncilDistrict3.csv,0.532229531,0.532229531
275,Oakland_11062012_CityCouncilDistrict5.csv,0.724758443,0.724758443
276,Oakland_11062012_CityCouncilDistrict7.csv,0.868008799,0.868008799
277,Oakland_11062012_SchoolDirectorDistrict1.csv,1,1
278,Oakland_11062012_SchoolDirectorDistrict3.csv,0.760374703,0.760374703
279,Oakland_11062012_SchoolDirectorDistrict5.csv,1,1
280,Oakland_11062012_SchoolDirectorDistrict7.csv,1,1
281,Oakland_11062018_CityAuditor.csv,1,1
282,Oakland_11062018_CityCouncilDistrict2.csv,0.931546627,0.931546627
283,Oakland_11062018_CityCouncilDistrict4.csv,0.609321833,0.541742502
284,Oakland_11062018_CityCouncilDistrict6.csv,0.652084032,0.652084032
285,Oakland_11062018_Mayor.csv,0.396584321,0.634331405
286,Oakland_11062018_SchoolDirectorDistrict4.csv,1,1
287,Oakland_11062018_SchoolDirectorDistrict6.csv,1,1
288,Oakland_11082016_CityCouncilDistrict1.csv,1,1
289,Oakland_11082016_CityCouncilDistrict3.csv,1,1
290,Oakland_11082016_CityCouncilDistrict5.csv,1,1
291,Oakland_11082016_CityCouncilDistrict7.csv,0.837565063,0.837565063
292,Oakland_11082016_CouncilAtLrg.csv,0.603578922,0.603578922
293,Oakland_11082016_SchoolDirectorDistrict1.csv,1,1
294,Oakland_11082016_SchoolDirectorDistrict3.csv,0.674603529,0.674603529
295,Oakland_11082016_SchoolDirectorDistrict5.csv,0.760173874,0.760173874
296,Oakland_11082016_SchoolDirectorDistrict7.csv,1,1
297,Oakland_11082022_CityCouncilmemberDistrict4.csv,1,1
298,Oakland_11082022_CityCouncilmemberDistrict6.csv,0.58320961,0.58320961
299,Oakland_11082022_Mayor.csv,0.430712785,0.396100536
300,Oakland_11082022_Schoolboarddistrict2.csv,0.95417522,0.95417522
301,Oakland_11082022_Schoolboarddistrict4.csv,0.798392574,0.798392574
302,Oakland_11082022_Schoolboarddistrict6.csv,0.899346405,0.899346405
303,Payson_11052019_CityCouncil.csv,0.268584236,0.289503175
304,PierceCounty_11032009_CountyAuditor.csv,0.859795511,0.859795511
305,PierceCounty_11042008_CountyAssessorTreasurer.csv,0.648445976,0.632458781
306,PierceCounty_11042008_CountyCouncilDistrict2.csv,0.875365872,0.875365872
307,PierceCounty_11042008_CountyExecutiveMember.csv,0.765856366,0.765856366
308,Portland_06082021_charter_commission_at_large.csv,0.266370573,0.251224234
309,Portland_06142022_SchoolboardAL-1.csv,0.509493315,0.493315358
310,Portland_06142022_SchoolboardAL.csv,0.544933723,0.597056841
311,Portland_06142022_Schoolboarddistrict5-1.csv,0.799077396,0.799077396
312,Portland_06142022_Schoolboarddistrict5.csv,0.502051282,0.697435897
313,Portland_11082022_SchoolBoardDistrict3.csv,0.937429628,0.937429628
314,SanFrancisco_06052018_BoardofSupervisorsDistrict8.csv,0.889376409,0.889376409
315,SanFrancisco_06052018_Mayor.csv,0.607184624,0.623461603
316,SanFrancisco_11022004_BoardofSupervisorsDistrict2.csv,0.607254697,0.682092322
317,SanFrancisco_11022004_BoardofSupervisorsDistrict3.csv,0.59463424,0.59463424
318,SanFrancisco_11022004_BoardofSupervisorsDistrict5.csv,0.427440257,0.434390042
319,SanFrancisco_11022004_BoardofSupervisorsDistrict7.csv,0.55418945,0.510730428
320,SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,0.662925868,0.662925868
321,SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,0.563039351,0.53085088
322,SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,0.708424848,0.708424848
323,SanFrancisco_11022010_BoardofSupervisorsDistrict6.csv,0.52465818,0.589721829
324,SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,0.665112821,0.665112821
325,SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,0.534396533,0.418759724
326,SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,0.81483477,0.81483477
327,SanFrancisco_11032015_Mayor.csv,0.643888319,0.66611405
328,SanFrancisco_11032015_Sheriff.csv,0.948835733,0.948835733
329,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,0.393895751,0.430897912
330,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3.csv,0.663993086,0.663993086
331,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT5.csv,0.561486583,0.561486583
332,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,0.33733533,0.32177577
333,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT9.csv,1,1
334,SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11.csv,0.883941652,0.883941652
335,SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,0.652469478,0.62565899
336,SanFrancisco_11042008_BoardofSupervisorsDistrict3.csv,0.527352618,0.527352618
337,SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,0.826714679,0.826714679
338,SanFrancisco_11042008_BoardofSupervisorsDistrict5.csv,0.834231655,0.834231655
339,SanFrancisco_11042008_BoardofSupervisorsDistrict7.csv,0.895594487,0.895594487
340,SanFrancisco_11042008_BoardofSupervisorsDistrict9.csv,0.586374056,0.586374056
341,SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,0.582071521,0.582071521
342,SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,0.675105212,0.596309485
343,SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,0.651127245,0.639837427
344,SanFrancisco_11052019_DistrictAttorney.csv,0.672098012,0.672098012
345,SanFrancisco_11052019_Mayor.csv,0.683940214,0.683940214
346,SanFrancisco_11052019_MemberBoardofSupervisorsDistrict5.csv,0.765244546,0.765244546
347,SanFrancisco_11062007_Mayor.csv,0.684088695,0.710926541
348,SanFrancisco_11062012_BoardofSupervisorsDistrict5.csv,0.622185675,0.599841207
349,SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,0.411841311,0.55483912
350,SanFrancisco_11062018_AssessorRecorder.csv,1,1
351,SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,0.669570136,0.669570136
352,SanFrancisco_11062018_BoardofSupervisorsDistrict4.csv,0.607669099,0.607669099
353,SanFrancisco_11062018_BoardofSupervisorsDistrict6.csv,0.794535131,0.794535131
354,SanFrancisco_11062018_BoardofSupervisorsDistrict8.csv,1,1
355,SanFrancisco_11062018_BoardofSupervisorsDistrict10.csv,0.649552804,0.649552804
356,SanFrancisco_11072006_BoardofSupervisorsDistrict2.csv,1,1
357,SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,0.710226126,0.710226126
